Ti S_Ti j F(Ti,S_Ti,j) 
0.306931 105.732613 15 11.010194
0.316832 97.673233 32 0.634858
0.326733 95.868256 33 0.200237
0.336634 90.000542 34 0.000000
0.346535 82.928734 35 0.000000
0.356436 106.500763 32 5.625756
0.366337 139.353271 4 0.254551
0.376238 127.230087 18 33.533524
0.386139 112.558662 10 18.157650
0.396040 108.409752 36 5.790771
0.405941 98.801514 41 0.000000
0.415842 122.896332 8 2.816149
0.425743 127.358879 22 32.914070
0.435644 107.782646 34 6.541162
0.445545 96.657570 45 0.000000
0.455446 89.787903 46 0.000000
0.465347 92.579224 41 0.000000
0.475248 139.836609 20 44.979412
0.485149 122.072144 36 25.227633
0.495050 91.955635 50 0.000000
0.504951 160.559875 16 65.365273
0.514852 105.277763 39 0.555166
0.524752 125.244087 20 29.983297
0.534653 103.472626 54 0.000000
0.544554 119.861671 34 22.397390
0.554455 103.984871 46 0.000000
0.564356 111.187950 33 10.964170
0.574257 104.897850 21 6.960652
0.584158 99.458870 59 0.000000
0.594059 99.233139 60 0.000000
0.603960 85.445923 61 0.000000
0.613861 96.914238 62 0.000000
0.623762 110.375305 61 0.000000
0.633663 113.244865 59 0.000000
0.643564 136.143738 21 39.819057
0.653465 102.894997 66 0.000000
0.663366 106.329025 67 0.000000
0.673267 106.002907 51 0.000000
0.683168 113.582100 65 0.000000
0.693069 121.054642 11 24.475695
0.702970 102.910278 16 6.156214
0.712871 110.191956 71 0.000000
0.722772 113.678825 44 0.000000
0.732673 96.381920 72 0.000000
0.742574 87.537430 75 0.000000
0.752475 85.897156 76 0.000000
0.762376 74.193466 70 0.000000
0.772277 124.750412 47 0.000000
0.782178 102.070671 79 0.000000
0.792079 80.914474 80 0.000000
0.801980 108.878441 74 0.000000
0.811881 124.547630 27 26.432398
0.821782 92.402199 83 0.000000
0.831683 103.887558 54 0.000000
0.841584 101.846725 83 0.000000
0.851485 135.523514 17 37.022564
0.861386 110.540367 79 0.000000
0.871287 70.802910 88 0.000000
0.881188 105.640602 89 0.000000
0.891089 144.092468 44 0.000000
0.900990 135.592804 35 36.598141
0.910891 96.694565 87 0.000000
0.920792 62.024448 93 0.000000
0.930693 76.650284 87 0.000000
0.940594 80.029610 95 0.000000
0.950495 104.928101 96 0.000000
0.960396 156.117630 14 56.120373
0.970297 125.343369 39 25.305775
0.980198 135.203995 54 0.000000
0.990099 79.783028 73 0.000000
0.000000 100.000000 0 7.625976
0.009901 98.603554 1 7.304370
0.019802 100.124580 2 8.288916
0.029703 101.182289 3 8.880542
0.039604 96.549500 4 4.989713
0.049505 102.270050 5 9.309645
